Document Title,Authors,DOI,Link
Artificial intelligence–based monitoring of MAG welding by a novel hybrid quantum neural network model and signal augmentation,Soleymani M.; Khoshnevisan M.; Afshari B.M.; Chehreghani R.; Entezari R.,10.1007/s00170-025-15767-6,https://www.scopus.com/pages/publications/105006908890?origin=resultslist
Advanced cybersecurity in industrial systems: key strategies and frameworks to lead the transition to Industry 5.0; [Ciberseguridad avanzada en sistemas industriales: estrategias y marcos clave para liderar la transición hacia la Industria 5.0],Humberto Marin Bardales N.; Liliana Silva Florentini M.; Elizabeth Paredes Morales A.; Correa Rojas L.; Marcelo Olivos Jimenez L.; Coronado Farroñán W.; Catherine Arbulú Castillo J.,10.18687/LACCEI2025.1.1.1027,https://www.scopus.com/pages/publications/105019321380?origin=resultslist
"8th Asian Conference on Pattern Recognition, ACPR 2025",,,https://www.scopus.com/pages/publications/105022907758?origin=resultslist
Quantum Machine Learning for Multi-Robot-Assisted Tactical Augmented Reality,Okine A.A.; Silvirianti; Kaddoum G.,10.1109/IOTM.001.2400149,https://www.scopus.com/pages/publications/85219514918?origin=resultslist
WSe2/ReS2 heterojunction for high-temperature photodetectors with high sensitivity and fast response,Liao J.; Wu Z.; Zhang Y.; Wang Y.; Dong M.; Qiu Z.; Li D.; Pi X.; Zheng L.,10.1016/j.jallcom.2025.183205,https://www.scopus.com/pages/publications/105014267517?origin=resultslist
"2025 5th International Conference on AI-ML-Systems, AIMLSystems 2025",,,https://www.scopus.com/pages/publications/105034857757?origin=resultslist
Robot-Assisted Microwave Ablations of Liver Tumors: Is This the Beginning of a Paradigm Shift?,Narayanan G.; Ruiz E.M.; Dijkstra M.; van den Bemd B.A.T.; Mahendra A.; Ramasamy S.K.; Landinez G.P.; Schiro B.J.; Gandhi R.T.; Peña C.S.; van der Lei S.,10.1016/j.jvir.2026.108697,https://www.scopus.com/pages/publications/105034530891?origin=resultslist
Republic of Korea’s Development Plan in Preparation for the 5th Industrial Revolution Technology Era,Park D.-W.,10.7840/kics.2024.49.2.277,https://www.scopus.com/pages/publications/85190965171?origin=resultslist
"Proceedings of MARSS 2025 - 8th International Conference on Manipulation, Automation, and Robotics at Small Scales",,,https://www.scopus.com/pages/publications/105012093614?origin=resultslist
"2nd International Conference on Cyber Warfare, Security and Space Computing, SpacSec 2024",,,https://www.scopus.com/pages/publications/105002090984?origin=resultslist
Are Art-based Technologies the Next Innovation in Health-and Aged-Care?,Veil K.; Sharron T.; Poole G.,10.1145/3774816.3774833,https://www.scopus.com/pages/publications/105033144370?origin=resultslist
Simulator of a Robust Intelligent Robotic Manipulator Control System: the Application of Knowledge Base Optimizer on Quantum Computing—QCOptKB™,Katulin M.S.; Ulyanov S.V.,10.1134/S106377962403047X,https://www.scopus.com/pages/publications/85195566141?origin=resultslist
Assembly Relationship Prediction of MIC Connection Components Using an Improved Graph Convolutional Neural Network,Wen Q.; Lu X.; Qiao Y.; Zhang X.; Liu F.; Sun C.,10.3233/ATDE251167,https://www.scopus.com/pages/publications/105024751408?origin=resultslist
Density matrix-based dynamics for quantum robotic swarms,Mannone M.; Anand M.; Fazio P.; Swikir A.,10.1016/j.robot.2026.105418,https://www.scopus.com/pages/publications/105031785892?origin=resultslist
Polymer-constrained excimer enables flexible and self-healable optoelectronic elastomer for mechanical sensor,Zheng S.; Zhao D.; Cao N.; Zhou J.; Zhong J.; Wang H.,10.1038/s41467-025-65539-9,https://www.scopus.com/pages/publications/105022881605?origin=resultslist
"27th International Symposium on Stabilization, Safety, and Security of Distributed Systems, SSS2025",,,https://www.scopus.com/pages/publications/105023191890?origin=resultslist
Enlightenment of Germany's Plan to Strengthen Technological Sovereignty to China Based on Germany's FITS2030 Plan; [德国FITS2030计划对德国加强对华技术主权的启示],Feng X.; Zhao Y.; Mo T.; Ding H.; Wang Y.,10.16507/j.issn.1006-6055.2025.05.001,https://www.scopus.com/pages/publications/105029093665?origin=resultslist
LiDAR Ranging System with Integrated Near-Infrared SPAD Array; [一种集成近红外 SPAD 阵列的激光雷达测距系统],Chen Q.; Xu T.; Liu Z.; Ma Z.; Yuan F.; Xu Y.,10.3788/AOS231141,https://www.scopus.com/pages/publications/85197932680?origin=resultslist
Adaptive intelligent controller for a lower limb rehabilitation robot using QAOA-based online membership optimization,Abd-Elhaleem S.; El-Garawany A.H.; El-Brawany M.,10.1038/s41598-026-41647-4,https://www.scopus.com/pages/publications/105034667796?origin=resultslist
"A Bibliometric Analysis of Computational Intelligence: Trends, Challenges, and Future Directions in AI and Machine Learning Research",Manchanda R.; Khalid M.; Arora P.,10.1007/978-3-032-03527-1_15,https://www.scopus.com/pages/publications/105021208675?origin=resultslist
Predicting Fatigue Damage in Hydrogels Through Force-Induced Luminescence Enhancement,Ma Q.; Xiong J.; Zhou Y.; Zhang S.; Wang J.; Li W.; Zou X.; Yan F.,10.1002/adma.202413874,https://www.scopus.com/pages/publications/85208361994?origin=resultslist
Economic Nationalism as the Fourth Era of International Trade Law,Joyner D.H.,10.2139/ssrn.5168540,https://www.scopus.com/pages/publications/105011030059?origin=resultslist
Toward emotionally intelligent interfaces: An HCI approach to cognitive and learning support,Kumar P.; Kurnianto A.; Sahai N.,10.1016/B978-0-443-41660-6.00015-6,https://www.scopus.com/pages/publications/105023913296?origin=resultslist
Femtosecond Laser Fabrication for Topological Applications of Three-Dimensional Structures (Invited); [飞秒激光加工三维结构拓扑应用(特邀)],Cai C.; Wang J.,10.3788/AOS251865,https://www.scopus.com/pages/publications/105037035070?origin=resultslist
"Navigating 6G in Healthcare: A Review of Intelligent Systems, Challenges, and Future Trends",Gowri K.; Shivakumar B.L.; Kavitha V.,10.1002/9781394336081.ch14,https://www.scopus.com/pages/publications/105025490497?origin=resultslist
Advancing Bioconjugated Quantum Dots with Click Chemistry and Artificial Intelligence to Image and Treat Glioblastoma,Kalaga P.; Ray S.K.,10.3390/cells15020185,https://www.scopus.com/pages/publications/105028821633?origin=resultslist
Research Progress in Optical Lateral Force and Optical Pulling Force (Invited); [光学横向力和光学牵引力的研究进展（特邀）],Shi B.; Gao W.; Gao Y.; Li J.; Zhang Y.; Li X.; Jia Q.; Feng R.; Cao Y.; Sun F.; Ding W.,10.3788/LOP250996,https://www.scopus.com/pages/publications/105013052055?origin=resultslist
Qubit-Based Quantum System Implications on Robotic Swarm and Function Optimization,Jashari K.; Etemi B.P.; Singh D.; Samanta D.,10.1007/978-981-96-8998-9_15,https://www.scopus.com/pages/publications/105028310654?origin=resultslist
Research Progress on Transparent Ferroelectric Ceramics; [透明铁电陶瓷研究进展],Wang Y.; Shi G.; Fu D.; Xiong Z.; Liu J.; Qin Y.; Zhang Y.,10.14062/j.issn.0454-5648.20230662,https://www.scopus.com/pages/publications/85187550477?origin=resultslist
Highly responsive broadband Si-based MoS2 phototransistor on high-k dielectric,Imran A.; He X.; Liu J.; Zhu Q.; Sulaman M.; Xue F.; Xu M.; Yang D.,10.1007/s11432-024-3994-4,https://www.scopus.com/pages/publications/85192938875?origin=resultslist
2D materials in functional optoelectronics: recent advances and future prospects,Srivastava R.P.; Ranjan P.; Kumar M.; Katiyar A.K.,10.1088/1361-6528/ae074a,https://www.scopus.com/pages/publications/105017009554?origin=resultslist
"3rd International Conference on Mechatronics and Smart Systems, CONF-MSS 2025",,,https://www.scopus.com/pages/publications/105016339050?origin=resultslist
Quantum IT-Engineering in the Tasks of Intelligent Control of Physical Systems,Zrelov P.; Zrelova D.; Katulin M.; Korenkov V.; Reshetnikov A.; Ulyanov S.,10.1134/S1063779624030973,https://www.scopus.com/pages/publications/85195552990?origin=resultslist
A Self-Evolving Multi-Agent Robotic Swarm with Reinforcement Learning and Quantum Firefly-Ant Colony Optimization for Adaptive Environmental Monitoring,Vinothkumar A.; Anand M.; Raja B.; George A.P.; Sarlina S.M.,10.1109/ROMA66616.2025.11155775,https://www.scopus.com/pages/publications/105019055633?origin=resultslist
Quantum-Enhanced Cooperative Robotics for Disaster Response and Recovery,Shaheen H.; Shameem M.,10.1201/9781003546719-18,https://www.scopus.com/pages/publications/105023750563?origin=resultslist
Current tools and techniques of artificial intelligence in healthcare,Ashakin M.R.,10.1016/B978-0-443-34193-9.00007-7,https://www.scopus.com/pages/publications/105032971224?origin=resultslist
"The Emergence of the Robotics Industry with AI: Digital Transformation, Strategic Organizational Sustainability, and Distinct Business Models",Ng A.,10.1007/s43615-025-00564-w,https://www.scopus.com/pages/publications/105005985424?origin=resultslist
Graphene- polymer nanocomposite-based wearable strain sensors for physiological signal Monitoring: Recent progress and challenges,Mishra S.; Saha B.,10.1016/j.cossms.2024.101174,https://www.scopus.com/pages/publications/85197351947?origin=resultslist
Quantum neural network-based inverse kinematics of a six-jointed industrial robotic arm,Fazilat M.; Zioui N.,10.1016/j.robot.2025.105123,https://www.scopus.com/pages/publications/105010001423?origin=resultslist
AI Technologies and Molecular Diagnostics for Managing Infectious Diseases,Abidharini J.D.; Manoj M.; Arthi G.; Ramya R.; Kumar A.S.; Robert A.A.; Prabhu J.P.A.; Anand A.V.,10.1201/9781003615699-6,https://www.scopus.com/pages/publications/105024178307?origin=resultslist
Pitching Motion in a Humanoid Robot Using Human-Inspired Shoulder Elastic Energy and Motor Torque Optimization,Nakazawa Y.; Iwamoto M.; Watanabe R.; Aoki R.; Mineshita H.; Otani T.; Kawakami Y.; Lim H.O.; Takanishi A.,10.1109/ICRA55743.2025.11127290,https://www.scopus.com/pages/publications/105016554347?origin=resultslist
"15th IFAC Workshop on Intelligent Manufacturing Systems, IMS 2025 - Proceedings",,,https://www.scopus.com/pages/publications/105025688187?origin=resultslist
Intrinsically stretchable organic light-emitting layers by using a high-vinyl polybutadiene elastomer blended with small molecule/polymer hosts and a highly doped TADF guest,Gu J.; Yang T.; Wang J.; Zhou Q.; Wu R.; Liu Y.; Liu K.; Shi W.; Wei B.,10.1016/j.cej.2025.167506,https://www.scopus.com/pages/publications/105014010732?origin=resultslist
"18th International Conference on Artificial General Intelligence, AGI 2025",,,https://www.scopus.com/pages/publications/105013471104?origin=resultslist
Integration of Generative AI: An Advent of Education 4.0,Bhardwaj R.G.,10.1201/9781003533009-19,https://www.scopus.com/pages/publications/105024638905?origin=resultslist
Compassionate Care with Autonomous AI Humanoid Robots in Future Healthcare Delivery: A Multisensory Simulation of Next-Generation Models,Hernandez J.P.T.,10.3390/biomimetics9110687,https://www.scopus.com/pages/publications/85211074062?origin=resultslist
Carbon Dot-Based Mechanofluorescent Hydrogel with Tunable Fluorescence for Bioengineering Applications,Masaeli E.; Das P.; Srinivasan S.; Rajabzadeh A.R.,10.1002/smll.202512265,https://www.scopus.com/pages/publications/105027398634?origin=resultslist
"Robot motion planning: methods, challenges, and future directions",Gurve V.; Mahajan S.; Wagle S.A.,10.1007/s41315-025-00455-1,https://www.scopus.com/pages/publications/105008238366?origin=resultslist
Non-reciprocal topological solitons in active metamaterials,Veenstra J.; Gamayun O.; Guo X.; Sarvi A.; Meinersen C.V.; Coulais C.,10.1038/s41586-024-07097-6,https://www.scopus.com/pages/publications/85188258221?origin=resultslist
The analysis of engineering adaptation to global challenges and strategic planning for the future,Heti K.; Silvanskaya G.; Khambir V.; Harkava V.; Ivanchenko K.,10.37868/sei.v7i1.id453,https://www.scopus.com/pages/publications/105004744634?origin=resultslist
"1st International Conference on Advanced Network Technologies and Computational Intelligence, ICANTCI 2024",,,https://www.scopus.com/pages/publications/105003172248?origin=resultslist
"8th International Conference on Computational Methods in Systems and Software, CoMeSySo 2024",,,https://www.scopus.com/pages/publications/105015333419?origin=resultslist
Reflectance characterization of Starlink-like satellite with HELIOS brightness testing facility,Lorenzi G.; Ghini C.; Mariani L.; Marzioli P.; Piergentili F.,10.1016/j.asr.2024.04.031,https://www.scopus.com/pages/publications/85191982704?origin=resultslist
A Variational Quantum Soft Actor-Critic Algorithm for Continuous Control Tasks,Policicchio A.; Acuto A.; Barillà P.; Bozzolo L.; Conterno M.,10.1007/978-3-031-81247-7_13,https://www.scopus.com/pages/publications/85215996313?origin=resultslist
Novel quantum tunneling and fractional calculus-based metaheuristic for robust global data optimization and its applications in engineering design,Fakhouri H.; Alrousan R.; Halalsheh N.; Sirhan N.; Zraqou J.; Omar K.,10.1016/j.iswa.2025.200616,https://www.scopus.com/pages/publications/105027429932?origin=resultslist
"3rd International Conference on Robotics, Control, Automation, and Artificial Intelligence, RCAAI 2024",,,https://www.scopus.com/pages/publications/105030281583?origin=resultslist
Optimization of Quantum-Assisted Deep Learning Algorithms for High-Performance Cloud Infrastructures,Rahman M.M.; Reza M.S.,10.1109/ICIIET65921.2025.11377954,https://www.scopus.com/pages/publications/105035531748?origin=resultslist
Control as a Phenomena with Robot Agency,Cherny J.,,https://www.scopus.com/pages/publications/105025411085?origin=resultslist
Human-Centric Concept for a Reconfigurable Robotic System Enabling Low-Volume Assembly of Photonic and Quantum Modules,Wicht A.; Franke T.; Hahn A.; Hakansson N.; Kurbis C.; Smol R.; Hulin T.; Eiband T.; Lehner P.; Muhlbauer M.; Nottensteiner K.; Pietschmann R.; Thaler B.; Thaler D.; Bosse J.,10.1109/SII59315.2025.10870917,https://www.scopus.com/pages/publications/86000218962?origin=resultslist
Integrating Quantum Mechanics and Fuzzy Logic for Enhanced MCDM: A Case Study on Robot Evaluation,Özkurt C.; Canay Ö.; Kala A.; Tunç E.A.; Özdemi̇r N.F.,10.22364/bjmc.2026.14.1.08,https://www.scopus.com/pages/publications/105036035052?origin=resultslist
Reptile Honey Badger Optimization Algorithm-Based Deep Quantum Neural Network for Task Allocation in Multi-Robot Systems,Dabass V.; Sangwan S.,10.1002/acs.4015,https://www.scopus.com/pages/publications/105004348643?origin=resultslist
Revolutionizing Sustainable Energy Production with Quantum Artificial Intelligence: Applications in Autonomous Robotics and Data Management,Baklaga L.,10.47852/bonviewGLCE3202683,https://www.scopus.com/pages/publications/105030714295?origin=resultslist
AI-Driven Finance: Bridging Innovation with Regulatory Standards and Fair Practices,Singh S.; Nag A.; Kaushik P.; Tomar U.,10.1007/978-3-032-01677-5_20,https://www.scopus.com/pages/publications/105027073419?origin=resultslist
Intelligent non-invasive testing of food quality: Advancing accuracy and efficiency powered by artificial intelligence,Yu J.; Pu H.; Sun D.-W.,10.1016/j.tifs.2025.105357,https://www.scopus.com/pages/publications/105018857757?origin=resultslist
"Proceedings of 5th International Conference on Trends in Material Science and Inventive Materials, ICTMIM 2025",,,https://www.scopus.com/pages/publications/105007974570?origin=resultslist
"Quantum-Aware Large Language Models: Taxonomy, Architectures, and Future Applications",Dede R.,10.1109/ICECCE67514.2025.11257941,https://www.scopus.com/pages/publications/105030095005?origin=resultslist
